
---------- Begin Simulation Statistics ----------
simSeconds                                   0.085575                       # Number of seconds simulated (Second)
simTicks                                  85575125000                       # Number of ticks simulated (Tick)
finalTick                                 85575125000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    189.24                       # Real time elapsed on the host (Second)
hostTickRate                                452203277                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     672516                       # Number of bytes of host memory used (Byte)
simInsts                                     41897691                       # Number of instructions simulated (Count)
simOps                                       62837916                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   221399                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     332053                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         85575126                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        65047669                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                        3                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       65352389                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     51                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              2209750                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           3869989                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   3                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            85558072                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.763837                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.088171                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  47284460     55.27%     55.27% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  23138423     27.04%     82.31% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   6653160      7.78%     90.09% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   5280204      6.17%     96.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   3062898      3.58%     99.84% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     73706      0.09%     99.92% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     28030      0.03%     99.96% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     18796      0.02%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     18395      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              85558072                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                     241     21.31%     21.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     21.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     21.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     21.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     21.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     21.31% # attempts to use FU when none available (Count)
