
---------- Begin Simulation Statistics ----------
simSeconds                                   0.029985                       # Number of seconds simulated (Second)
simTicks                                  29984627000                       # Number of ticks simulated (Tick)
finalTick                                 29984627000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     74.21                       # Real time elapsed on the host (Second)
hostTickRate                                404041970                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     659464                       # Number of bytes of host memory used (Byte)
simInsts                                     11335573                       # Number of instructions simulated (Count)
simOps                                       22597584                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   152746                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     304501                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         29984628                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        22838269                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                        7                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       34128803                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  20195                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               240686                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            365429                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   7                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            29975212                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.138568                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.864529                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  19109142     63.75%     63.75% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   3180751     10.61%     74.36% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   1091140      3.64%     78.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   1722279      5.75%     83.75% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   2450178      8.17%     91.92% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1390861      4.64%     96.56% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    557509      1.86%     98.42% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    287952      0.96%     99.38% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    185400      0.62%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              29975212                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   65764      1.64%      1.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      1.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      1.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      1.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      1.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      1.64% # attempts to use FU when none available (Count)
