
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001770                       # Number of seconds simulated (Second)
simTicks                                   1769955000                       # Number of ticks simulated (Tick)
finalTick                                  1769955000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      8.23                       # Real time elapsed on the host (Second)
hostTickRate                                215082728                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     718600                       # Number of bytes of host memory used (Byte)
simInsts                                      2512777                       # Number of instructions simulated (Count)
simOps                                        4198899                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   305346                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     510239                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          1769956                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         6128959                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                        7                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        5846632                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  15843                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1930061                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1482980                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   7                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             1752981                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.335251                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.759035                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                    557600     31.81%     31.81% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                     56371      3.22%     35.02% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    124471      7.10%     42.12% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    135138      7.71%     49.83% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    116701      6.66%     56.49% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    209938     11.98%     68.47% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    310749     17.73%     86.19% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    181187     10.34%     96.53% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     60826      3.47%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               1752981                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  189824     99.96%     99.96% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     99.96% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     99.96% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     99.96% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     99.96% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     99.96% # attempts to use FU when none available (Count)
