
---------- Begin Simulation Statistics ----------
simSeconds                                   0.061053                       # Number of seconds simulated (Second)
simTicks                                  61053102000                       # Number of ticks simulated (Tick)
finalTick                                 61053102000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    139.67                       # Real time elapsed on the host (Second)
hostTickRate                                437126423                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     660172                       # Number of bytes of host memory used (Byte)
simInsts                                     35000110                       # Number of instructions simulated (Count)
simOps                                       59206969                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   250593                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     423908                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         61053103                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        59251942                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       49                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       59245882                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    106                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                45016                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             41534                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  37                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            61043168                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.970557                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.386504                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  31788002     52.07%     52.07% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  14968395     24.52%     76.60% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   6468220     10.60%     87.19% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   3032894      4.97%     92.16% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   2803205      4.59%     96.75% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    870003      1.43%     98.18% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1108040      1.82%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                      3982      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       427      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              61043168                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                     293      0.02%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.02% # attempts to use FU when none available (Count)
